Time	ID	Ax_cm/s2	Ay_cm/s2	Az_cm/s2	Q0	Q1	Q2	Q3
20:52:26.758	14	-242.224255	615.85762	-370.69137	0.00861	0.19772	-0.81723	-0.54117
20:52:26.820	13	-36.284605	-873.772515	-394.22733	0.42529	-0.6601	-0.47723	0.39438
20:52:26.905	14	-209.86231	823.7586	-363.826715	0.00861	0.19772	-0.81723	-0.54117
20:52:26.907	13	-249.08891	-876.71451	-387.362675	0.41678	-0.65222	-0.49017	0.40063
20:52:26.996	14	-203.97832	901.231135	-354.020065	0.00861	0.19772	-0.81723	-0.54117
20:52:27.030	13	-86.29852	-887.501825	-286.35418	0.41678	-0.65222	-0.49017	0.40063
20:52:27.085	14	-187.307015	878.67584	-349.11674	0.00861	0.18408	-0.82529	-0.53369
20:52:27.120	13	-121.60246	-872.79185	-428.550605	0.41678	-0.65222	-0.49017	0.40063
20:52:27.209	13	-53.936575	-881.617835	-358.92339	0.42572	-0.65799	-0.48129	0.39249
20:52:27.209	14	-227.51428	826.700595	-385.401345	0.00861	0.18408	-0.82529	-0.53369
20:52:27.298	14	-200.05566	869.849855	-366.76871	0.00861	0.18408	-0.82529	-0.53369
20:52:27.328	13	14.709975	-901.231135	-362.84605	0.42572	-0.65799	-0.48129	0.39249
20:52:27.386	14	-190.24901	863.965865	-383.440015	0.00861	0.18408	-0.82529	-0.53369
20:52:27.418	13	-92.18251	-895.347145	-385.401345	0.42572	-0.65799	-0.48129	0.39249
20:52:27.506	14	-205.93965	910.05712	-402.07265	-0.01703	0.16205	-0.83942	-0.51837
20:52:27.508	13	-124.544455	-880.63717	-387.362675	0.42493	-0.66055	-0.48117	0.38919
20:52:27.596	14	-286.35418	865.927195	-405.014645	-0.01703	0.16205	-0.83942	-0.51837
20:52:27.630	13	-69.627215	-903.192465	-329.50344	0.42493	-0.66055	-0.48117	0.38919
20:52:27.686	14	-286.35418	849.25589	-393.246665	-0.01703	0.16205	-0.83942	-0.51837
20:52:27.718	13	-80.41453	-884.55983	-365.788045	0.42493	-0.66055	-0.48117	0.38919
20:52:27.806	14	-181.423025	877.695175	-383.440015	-0.04846	0.11871	-0.8403	-0.52664
20:52:27.810	13	-153.964405	-886.52116	-369.710705	0.42493	-0.66055	-0.48117	0.38919
20:52:27.895	14	-265.760215	884.55983	-392.266	-0.04846	0.11871	-0.8403	-0.52664
20:52:27.929	13	-113.75714	-880.63717	-342.252085	0.44202	-0.68109	-0.45483	0.36572
20:52:27.987	14	-298.12216	862.004535	-365.788045	-0.04846	0.11871	-0.8403	-0.52664
20:52:28.019	13	-59.820565	-887.501825	-310.870805	0.44202	-0.68109	-0.45483	0.36572
20:52:28.106	14	-168.67438	803.164635	-315.77413	-0.10617	0.07932	-0.8291	-0.54306
20:52:28.108	13	-24.516625	-879.656505	-393.246665	0.44202	-0.68109	-0.45483	0.36572
20:52:28.197	14	-314.793465	825.71993	-338.329425	-0.10617	0.07932	-0.8291	-0.54306
20:52:28.227	13	-17.65197	-886.52116	-405.99531	0.42245	-0.66049	-0.48572	0.38635
20:52:28.314	14	-241.24359	861.02387	-283.412185	-0.10617	0.07932	-0.8291	-0.54306
20:52:28.318	13	-32.361945	-853.17855	-429.53127	0.42245	-0.66049	-0.48572	0.38635
20:52:28.407	14	-276.54753	837.48791	-310.870805	-0.17975	0.06598	-0.80893	-0.55576
20:52:28.411	13	-59.820565	-921.8251	-357.942725	0.42245	-0.66049	-0.48572	0.38635
20:52:28.496	14	-170.63571	788.45466	-291.257505	-0.17975	0.06598	-0.80893	-0.55576
20:52:28.528	13	-56.87857	-894.36648	-353.0394	0.45389	-0.68808	-0.44427	0.35074
20:52:28.587	14	-129.44778	875.733845	-285.373515	-0.17975	0.06598	-0.80893	-0.55576
20:52:28.619	13	-42.168595	-896.32781	-346.174745	0.45389	-0.68808	-0.44427	0.35074
20:52:28.705	14	-294.1995	901.231135	-390.30467	-0.14093	0.05472	-0.82565	-0.54346
20:52:28.709	13	-122.583125	-883.579165	-396.18866	0.45389	-0.68808	-0.44427	0.35074
20:52:28.797	14	-253.01157	932.612415	-353.0394	-0.14093	0.05472	-0.82565	-0.54346
20:52:28.829	13	-121.60246	-897.308475	-347.15541	0.45367	-0.68985	-0.44037	0.35248
20:52:28.886	14	-297.141495	872.79185	-432.473265	-0.14093	0.05472	-0.82565	-0.54346
20:52:28.918	13	-108.853815	-890.44382	-362.84605	0.45367	-0.68985	-0.44037	0.35248
